Region_ID,Date,lat_x,lon_x,ValidFrac_Land,ValidPixCount,LandPixCount,WaterFrac_Valid,WaterPixCount,WaterFrac_Valid_NoPerm,WaterPixCount_NoPerm,NDWI_mean,DSWE_mean,n_scenes,CC_min,CC_med,ROI_ValidFrac,ROI_ValidPix,lat_y,lon_y,Precip_mm,rain_sum_7,rain_sum_15,rain_sum_30,rain_sum_60,rain_sum_90,rain_days_7
60,2003-05-02,9.950046675591896,-13.350061066662407,0.0996828777790931,13720.450980392156,137641,0.0,0.0,0.0,0.0,-0.3694396202368351,0.0,2,21.0,21.0,0.4665599575151274,3129405.1921568806,9.950046675591896,-13.350061066662407,10.988898573714325,79.99600386056804,106.67066082439902,162.48995078743178,183.67805648809465,184.300248510052,7.0
61,2003-05-02,9.95004667559168,-13.2500606092357,0.2189898672178019,30141.984313725483,137641,0.0,0.0,0.0,0.0,-0.4380800763791673,0.0,2,21.0,21.0,0.4665599575151274,3129405.1921568806,9.95004667559168,-13.2500606092357,11.848345397311276,123.96264551017211,154.17196314863446,201.2862564438649,239.63269815063268,240.49721285592437,7.0
62,2003-05-02,9.950046675592862,-13.150060151806134,0.8371756819495332,115229.6980392157,137641,0.0,0.0,0.0,0.0,-0.4176675613150405,0.0,2,21.0,21.0,0.4665599575151274,3129405.1921568806,9.950046675592862,-13.150060151806134,12.539640067416258,152.94161168668197,186.93573393009189,228.03891370088536,281.55548721766263,282.5785726297987,7.0
63,2003-05-02,9.95004667559305,-13.050059694376952,0.0012086286988985,166.35686274509783,137641,0.0,0.0,0.0,0.0,-0.4436921580753283,0.0,2,21.0,21.0,0.4665599575151274,3129405.1921568806,9.95004667559305,-13.050059694376952,12.885905800658293,146.93085672143624,185.55043909780267,227.78820166379887,292.4264710417965,293.322136624564,7.0
4,2003-11-26,9.250043404668244,-13.3500610666612,0.1064757123924684,14655.423529411752,137641,0.3953375488643302,5793.839215686275,0.3963993253651934,5809.400000000001,-0.2852171689514547,1.0433904814198487,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.250043404668244,-13.3500610666612,64.49274867772559,379.3227405462964,543.5099029367692,1948.619290727173,5713.237185654581,12128.860502086976,7.0
5,2003-11-26,9.250043404668542,-13.25006060923763,0.3582794171424351,49313.93725490192,137641,0.4197764876397354,20700.831372549022,0.4206518715545878,20744.000000000004,-0.4097869573317348,0.7924610105054032,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.250043404668542,-13.25006060923763,53.62484008073309,374.3180002261504,555.7157700335508,2019.794558647071,5691.377170076013,11911.76254353712,7.0
6,2003-11-26,9.250043404668832,-13.15006015180492,0.0084927954805987,1168.9568627450988,137641,0.2229338038942041,260.5999999999999,0.2229338038942041,260.5999999999999,-0.3294515051132769,0.2246447310154182,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.250043404668832,-13.15006015180492,42.68675073980788,374.96751017762267,581.7559934606677,2087.4109207717524,5631.078636897147,11701.8387928162,7.0
12,2003-11-26,9.3500438721182,-13.35006106666309,0.4349881782545701,59872.20784313728,137641,0.353168870194315,21145.0,0.353168870194315,21145.0,-0.2879637516959615,1.1542628734809226,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.3500438721182,-13.35006106666309,46.84498868882159,319.78187926007354,440.68926623220506,1794.36419113258,5336.389925954282,11290.997587658861,7.0
13,2003-11-26,9.350043872117311,-13.250060609236352,0.7806260418015555,107446.1490196079,137641,0.232512133392275,24982.533333333336,0.232512133392275,24982.533333333336,-0.3972584950881312,0.6520345367353741,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.350043872117311,-13.250060609236352,43.013171851630005,339.0596372251018,480.13601316268506,1926.5547874448644,5560.742445913494,11382.278187714914,7.0
14,2003-11-26,9.350043872118327,-13.150060151804857,0.0271753272330648,3740.4392156862746,137641,0.0694036141294091,259.6,0.0694036141294091,259.6,-0.4389797600456874,0.0819689834055348,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.350043872118327,-13.150060151804857,36.80566102265814,356.61969736112195,522.5350303029543,2060.5376693485127,5740.828072344304,11370.287836112479,7.0
19,2003-11-26,9.450044339506864,-13.450061524089884,2.1795831184022204e-05,3.0,137641,1.0,3.0,1.0,3.0,-0.1971289108133594,1.0,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.450044339506864,-13.450061524089884,37.78242655097941,234.02535200012807,325.705571604324,1683.763342450355,4822.247132351041,10454.775850803057,7.0
20,2003-11-26,9.450044339507972,-13.350061066661814,0.6652490259186621,91565.54117647056,137641,0.1163953149084725,10657.8,0.1163953149084725,10657.8,-0.4347865867033862,0.2137703741877724,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.450044339507972,-13.350061066661814,42.7075192332218,296.7106432829603,416.43752208108964,1869.7795844701873,5283.708104555845,11001.28089036087,7.0
21,2003-11-26,9.45004433950898,-13.2500606092375,0.8076400798838579,111164.38823529409,137641,0.1284050305431782,14274.066666666666,0.1284050305431782,14274.066666666666,-0.4722421030098077,0.2998388290452307,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.45004433950898,-13.2500606092375,46.83272503315905,365.625397599171,525.4629026552564,2168.681296992098,5906.038340804517,11592.845390133956,7.0
22,2003-11-26,9.45004433950805,-13.150060151803617,0.1051387304654863,14471.4,137641,0.0341362964191439,494.0,0.0341362964191439,494.0,-0.4384813993671561,0.0455380958303965,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.45004433950805,-13.150060151803617,48.406619206065926,408.75956725222903,598.4041369905598,2343.0642220256673,6236.593550694525,11863.818186849752,7.0
26,2003-11-26,9.550044806846229,-13.550061981519118,0.4712321667720132,64860.86666666667,137641,0.5785666344267165,37526.333333333336,0.5785666344267165,37526.333333333336,-0.2473317458827472,1.417743415906664,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.550044806846229,-13.550061981519118,39.77417349814871,196.10972080273518,277.1247686272389,1789.9461542321192,5250.784038258135,10820.467367351452,7.0
27,2003-11-26,9.55004480684644,-13.450061524090136,0.3278680785236842,45128.090196078425,137641,0.2529806442889403,11416.533333333333,0.2529806442889403,11416.533333333333,-0.3779519817910631,0.5094594793052248,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.55004480684644,-13.450061524090136,30.205502733583245,188.70576966447695,278.07237072045865,1733.7680445117699,4709.548844647944,10030.2274595503,7.0
28,2003-11-26,9.550044806845966,-13.35006106666091,0.7666226618807006,105518.70980392152,137641,0.073001903463194,7703.066666666667,0.073001903463194,7703.066666666667,-0.5122593079616777,0.1336161143952502,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.550044806845966,-13.35006106666091,42.03370921313265,294.20915741367185,435.8322243591672,2099.056203390454,5468.902419013321,10941.939473666647,7.0
29,2003-11-26,9.550044806845282,-13.25006060923807,0.7355879055075215,101247.05490196076,137641,0.0048791542675325,494.0,0.0048791542675325,494.0,-0.5963918896613227,0.0075854058248278,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.550044806845282,-13.25006060923807,56.87796846031645,415.3089097876652,615.3503680055863,2525.9898663563476,6420.023092692137,12097.997766502598,7.0
30,2003-11-26,9.550044806844625,-13.15006015180468,0.1174315792532748,16163.399999999998,137641,0.0,0.0,0.0,0.0,-0.6580681625778355,0.0,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.550044806844625,-13.15006015180468,65.45607894658545,482.054227328728,717.100451273275,2733.460418420826,6862.417179783225,12620.701158002415,7.0
34,2003-11-26,9.65004527412241,-13.550061981518583,0.3230413418482381,44463.733333333344,137641,0.1642372210460659,7302.6,0.1642372210460659,7302.6,-0.3404453437734366,0.2872048530937572,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.65004527412241,-13.550061981518583,19.94640156626204,142.00076956195673,217.06391548867288,1778.214705648814,4863.329757628382,10030.8349603344,7.0
35,2003-11-26,9.650045274122595,-13.45006152409026,0.6950966645113011,95673.8,137641,0.206452201821885,19752.066666666666,0.206452201821885,19752.066666666666,-0.3888683239985749,0.3574973852123917,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.650045274122595,-13.45006152409026,19.19293366372088,135.3479207669005,223.0129964103824,1761.6547118006097,4441.391892423272,9324.049709879258,7.0
36,2003-11-26,9.650045274122666,-13.350061066661208,0.8468814368039846,116565.60784313724,137641,0.0089140071921122,1039.0666666666666,0.0089140071921122,1039.0666666666666,-0.5825710292228049,0.0125788960723288,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.650045274122666,-13.350061066661208,40.15568979083994,281.2820014719466,433.7016302546388,2228.5770815862165,5508.221264620662,10723.942924805382,7.0
37,2003-11-26,9.650045274124125,-13.250060609236977,0.4993273920461742,68727.92156862747,137641,5.626049178288698e-05,3.8666666666666663,5.626049178288698e-05,3.8666666666666663,-0.6190065301446563,5.6260491782887e-05,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.650045274124125,-13.250060609236977,61.94211132823924,433.5344902415381,653.0150813436037,2716.6629149643527,6640.512353432716,12217.846169650951,7.0
38,2003-11-26,9.650045274124045,-13.150060151806525,0.0001206035992182562,16.6,137641,0.0,0.0,0.0,0.0,-0.5590201100512069,0.0,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.650045274124045,-13.150060151806525,76.73847265541056,526.962090580593,787.7303813969618,2982.1718675149427,7254.96961983794,13035.21935693214,7.0
41,2003-11-26,9.750045741340204,-13.650062438949009,0.0207378386534163,2862.070588235294,138012,0.83648202042125,2394.070588235294,0.83648202042125,2394.070588235294,0.1031905124479,3.271506437133133,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.750045741340204,-13.650062438949009,19.21661719679335,139.32543929560026,200.7779698273069,1797.6026772586451,5193.677322631121,10621.773216456571,7.0
42,2003-11-26,9.750045741339749,-13.550061981519372,0.0163464046604642,2255.999999999998,138012,0.0,0.0,0.0,0.0,-0.3985207134392963,0.0,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.750045741339749,-13.550061981519372,19.21303905546168,134.6037027601703,207.794667725814,1765.9870875133024,4796.560811502278,9894.983812749782,7.0
43,2003-11-26,9.75004574133917,-13.45006152408987,0.283436251351829,39117.60392156863,138012,0.022342881781624,874.0,0.022342881781624,874.0,-0.5607628907950453,0.0316686063513453,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.75004574133917,-13.45006152408987,21.338667348022256,144.38859309894926,235.8888141265041,1777.9373074946748,4482.123044011533,9263.456439182559,7.0
44,2003-11-26,9.750045741339646,-13.350061066661024,0.8339603319518109,115096.53333333333,138012,0.0006377255497993568,73.39999999999999,0.0006377255497993568,73.39999999999999,-0.6238846111145268,0.0008196018646376838,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.750045741339646,-13.350061066661024,35.255727916950974,241.7617210362657,373.26409159357615,2060.1536096138702,5127.103659947753,10065.732528970042,7.0
45,2003-11-26,9.750045741338472,-13.25006060923686,0.4047971389813787,55866.86274509804,138012,0.0,0.0,0.0,0.0,-0.6189998187409416,0.0,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.750045741338472,-13.25006060923686,51.39358118175963,355.7228728373154,531.247781162513,2394.0971349431024,5958.241545287311,11147.272947758833,7.0
46,2003-11-26,9.750045741339944,-13.150060151805212,0.0023910964263977,330.0,138012,0.0,0.0,0.0,0.0,-0.5855972218316523,0.0,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.750045741339944,-13.150060151805212,63.66618499159316,437.4914870773061,643.7189267402417,2599.6410963190538,6483.689405647457,11838.639081038931,7.0
49,2003-11-26,9.850046208497377,-13.650062438948376,0.2089339545002763,28757.87843137254,137641,0.1516713101228254,4361.745098039216,0.1516713101228254,4361.745098039216,-0.4317501230098899,0.4132031883777732,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.850046208497377,-13.650062438948376,19.01994049548605,122.66310147834858,181.62211267407002,1795.963413554226,5064.216244657874,10471.078897409538,7.0
50,2003-11-26,9.850046208496329,-13.550061981521557,0.0819901046926423,11285.199999999986,137641,0.0,0.0,0.0,0.0,-0.59850914345037,0.0,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.850046208496329,-13.550061981521557,20.63394114374617,130.15063974900087,204.31396788115563,1742.8339268145905,4650.924636674465,9645.015848383704,7.0
51,2003-11-26,9.850046208495952,-13.450061524088676,0.4084490328705351,56219.33333333332,137641,0.0,0.0,0.0,0.0,-0.5595609651411086,0.0,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.850046208495952,-13.450061524088676,22.92093969881037,143.99179287148556,231.8850201940066,1714.1762510938393,4361.45565628016,9021.006948829094,7.0
52,2003-11-26,9.850046208495874,-13.350061066661818,0.8100599869709363,111497.46666666665,137641,0.0,0.0,0.0,0.0,-0.6107236662039452,0.0,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.850046208495874,-13.350061066661818,29.65486384927729,195.3896883119448,297.8024124553329,1817.4413698790418,4640.88225240761,9298.022167340318,7.0
53,2003-11-26,9.850046208496464,-13.250060609236671,0.5384635306596828,74114.6588235294,137641,0.0,0.0,0.0,0.0,-0.5933356091133716,0.0,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.850046208496464,-13.250060609236671,37.85620220005015,258.8466930378779,376.8799058547146,1960.4894840223537,5086.746276048362,9834.624362692632,7.0
56,2003-11-26,9.950046675592342,-13.750062896373633,0.1888318730838722,25991.007843137253,137641,0.0260838326136022,677.9450980392156,0.0260838326136022,677.9450980392156,-0.4442645707793935,0.0389460487616607,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.950046675592342,-13.750062896373633,14.71569165586928,94.08073715759403,135.9993280297047,1745.407985995506,5016.587368836045,10501.396045603255,7.0
57,2003-11-26,9.950046675591777,-13.650062438947748,0.3320743890293747,45707.05098039216,137641,0.1837364432895666,8398.050980392156,0.1837364432895666,8398.050980392156,-0.3853077179745665,0.5388739095302411,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.950046675591777,-13.650062438947748,17.29616671800116,105.69523956520422,161.1882173841721,1739.879255655204,4780.875932117343,9951.89731712679,7.0
58,2003-11-26,9.950046675594129,-13.55006198152084,0.4411772540985065,60724.07843137254,137641,0.0,0.0,0.0,0.0,-0.5313444494822608,0.0,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.950046675594129,-13.55006198152084,19.504593312735352,121.22422579569658,190.85894109810653,1692.9170987633809,4465.052434866667,9262.174092747668,6.0
59,2003-11-26,9.950046675593796,-13.450061524090115,0.5908449531467981,81324.49019607843,137641,0.0,0.0,0.0,0.0,-0.5073800697925407,0.0,2,79.0,79.0,0.3355570259046148,2250715.8666666653,9.950046675593796,-13.450061524090115,21.609576046461854,137.59142935169777,217.87759712095323,1652.5940741477357,4216.357308131993,8697.720638990799,6.0
