Region_ID,Date,lon,lat,ValidFrac_Land,WaterFrac_Valid,ValidPixCount,WaterPixCount,LandPixCount,WI_mean,NDWI_mean,DSWE_mean,system:index,Precip_mm,.geo,rain_sum_7,rain_sum_15,rain_sum_30,rain_sum_60,rain_sum_90,rain_days_7
10,2015-05-11,-12.75,9.5,0.0,0.0,0.0,0.0,861184,,,0.0,130_13,4.702017642557621,"{""type"":""MultiPoint"",""coordinates"":[]}",31.706982292234898,65.38299284875393,77.13900227099657,87.61491626501083,94.93329748511314,5.0
15,2015-05-11,-12.75,9.75,0.0,0.0,0.0,0.0,860256,,,0.0,130_14,1.5012361109256744,"{""type"":""MultiPoint"",""coordinates"":[]}",15.646557323634624,39.586096070706844,46.15377075970173,52.54880432039499,53.790779784321785,3.0
1,2015-06-12,-13.75,9.25,0.2102873242709501,0.9880528286993916,180705.99607843132,178547.07058823528,859329,0.4038489123545353,0.2801092369599899,0.773277946937429,162_0,1.7859628424048424,"{""type"":""MultiPoint"",""coordinates"":[]}",35.82640923559666,100.93153640627861,143.37044395506382,154.3451976031065,154.78452015668154,7.0
6,2015-06-12,-13.75,9.5,0.3542155628193557,0.7300351060817991,304716.0632087277,222453.42352941167,860256,0.2727233925104576,0.1676116935279376,0.9224221997428428,162_1,2.455750480294228,"{""type"":""MultiPoint"",""coordinates"":[]}",38.05113863199949,86.8566446006298,125.62031764537096,137.5986561179161,138.01767211407423,7.0
11,2015-06-12,-13.75,9.75,0.2453164595850636,0.1050559920609003,210807.5478987731,22146.59607843137,859329,-0.1603323734259434,-0.4042794264578792,0.0529489742061249,162_2,3.142387606203556,"{""type"":""MultiPoint"",""coordinates"":[]}",56.90911039710045,104.15748879313469,138.19310069084167,151.94747410714626,152.81250700354576,7.0
2,2015-06-12,-13.5,9.25,0.2049349286268091,0.0998589319490462,176296.50196078428,17604.78039215686,860256,-0.198651767142924,-0.3722535591413299,0.0555784210461998,162_3,2.676660194993019,"{""type"":""MultiPoint"",""coordinates"":[]}",35.706606693565845,78.72630190104246,122.50497192144394,140.35497698932886,141.45104121416807,7.0
7,2015-06-12,-13.5,9.5,0.3916225823526498,0.0064098736630849,337259.10196078435,2161.788235294118,861184,-0.2908439897512792,-0.4785920734305557,0.0032533501967783,162_4,2.169059589505196,"{""type"":""MultiPoint"",""coordinates"":[]}",39.080411195755005,78.30992434173822,123.24730586260557,143.38715467602015,145.60000225901604,7.0
12,2015-06-12,-13.5,9.75,0.511938114152383,0.0,440397.8343282724,0.0,860256,-0.3944467785179038,-0.5684614208466915,0.0,162_5,3.062882460653782,"{""type"":""MultiPoint"",""coordinates"":[]}",65.06156921386719,105.33095896244049,159.49037857353687,184.8005596548319,190.41265733540058,7.0
3,2015-06-12,-13.25,9.25,0.2745375476736317,0.0024723197583467,236172.57261152775,583.8941176470588,860256,-0.3010326854295748,-0.5141875050090092,0.0006919104697695356,162_6,4.649292677640915,"{""type"":""MultiPoint"",""coordinates"":[]}",83.70666671544313,154.07188143581152,267.99460779875517,316.612359136343,322.209395468235,7.0
8,2015-06-12,-13.25,9.5,0.3307870759964212,0.0,284868.53725490207,0.0,861184,-0.3627326372107965,-0.5626953357565139,0.0,162_7,6.607187911868095,"{""type"":""MultiPoint"",""coordinates"":[]}",123.13412921503188,191.43588608130813,352.85168839618564,418.10175171121955,431.75003165379167,7.0
13,2015-06-12,-13.25,9.75,0.5614210302339094,0.0,482965.809784902,0.0,860256,-0.4182696611737567,-0.58401354196996,0.0,162_8,4.392467439174652,"{""type"":""MultiPoint"",""coordinates"":[]}",92.67583908513188,140.8153115771711,218.76244014129043,274.30363511666656,291.5469934232533,7.0
4,2015-06-12,-13.0,9.25,0.4822347990723891,0.0,414398.347652077,0.0,859329,-0.3811801445979524,-0.5817702116608405,0.0,162_9,2.739167772233486,"{""type"":""MultiPoint"",""coordinates"":[]}",93.21705251932144,170.14795169234276,304.6599542722106,399.5682680979371,412.23200876265764,7.0
9,2015-06-12,-13.0,9.5,0.5955330852721998,0.0,512310.9098039216,0.0,860256,-0.4128040750004308,-0.5992408124759414,0.0,162_10,2.094126306474209,"{""type"":""MultiPoint"",""coordinates"":[]}",101.22401732951403,179.05809357762337,325.8001171052456,458.0897483974695,479.50736805796623,7.0
14,2015-06-12,-13.0,9.75,0.6949488487626287,0.0,597189.699258341,0.0,859329,-0.423801993914686,-0.6034444419784973,0.0,162_11,1.837924122810364,"{""type"":""MultiPoint"",""coordinates"":[]}",84.44856898859143,138.9503781683743,235.8524170704186,322.774198371917,335.8813473023474,7.0
5,2015-06-12,-12.75,9.25,0.2383036978901096,0.0,205002.18593215413,0.0,860256,-0.3827627010653889,-0.5778272573868667,0.0,162_12,0.8100615814328194,"{""type"":""MultiPoint"",""coordinates"":[]}",63.92723321914673,116.31983891129494,217.0625221915543,308.34487779065967,319.9563077650964,7.0
10,2015-06-12,-12.75,9.5,0.663037870439138,0.0,570997.6054162586,0.0,861184,-0.391871532197472,-0.597238798669304,0.0,162_13,1.3254974037408829,"{""type"":""MultiPoint"",""coordinates"":[]}",58.51295869797469,101.15146636962892,185.1364141330123,269.99182533472776,280.61623126268387,7.0
15,2015-06-12,-12.75,9.75,0.9101672266466034,0.0,782976.8177261004,0.0,860256,-0.4233111769018992,-0.591057979039819,0.0,162_14,2.357576973736286,"{""type"":""MultiPoint"",""coordinates"":[]}",49.02482684701681,81.6789548844099,134.13069769740105,185.0106418132782,191.38804730027914,7.0
1,2015-07-05,-13.75,9.25,0.0,0.0,0.0,0.0,859329,,,0.0,185_0,5.686475895345211,"{""type"":""MultiPoint"",""coordinates"":[]}",59.36559196561575,126.30070745944977,221.3581968098879,334.87293031066656,340.0585474446416,7.0
6,2015-07-05,-13.75,9.5,0.0,0.0,0.0,0.0,860256,,,0.0,185_1,6.440239958465099,"{""type"":""MultiPoint"",""coordinates"":[]}",48.739624209702015,113.32873813807964,214.48128344491124,309.08238561823964,314.1465340740979,7.0
11,2015-07-05,-13.75,9.75,0.0005341376818424608,0.6884531590413944,459.0,316.0,859329,0.2533607941578915,-0.1522111440529817,0.000949824447997998,185_2,9.06300824135542,"{""type"":""MultiPoint"",""coordinates"":[]}",42.120748199522495,112.01153136789799,241.53700890019536,333.5654572583735,336.6543888114393,7.0
